match_sources.match_source_ref.type,match_sources.match_source_ref.value,match_destinations.match_destination_ref.type,match_destinations.match_destination_ref.value,match_services.match_service_ref.type,match_services.match_service_ref.value,match_services.match_service_ref.ref_key,user_match.user.class_id,user_match.user.display_name,user_match.user.domain,user_match.user.ref,user_match.auth_service.ref,user_match.auth_service.ref_key,match_sources.match_source_ref.ref_key
network_element,AI_DEV_MCIT,network_element,10.53.222.0/24,service,SSH,380,,,,,,,
network_element,AI_Developers,network_element | network_element,AIC_Cluster1_server | hpc cluster 4 login node,service,SSH,380,,,,,,,
network_element | network_element,AIC_Dell_VPN | hpc-nonmcit,network_element,NEW_SERVER_MGMT,service | service | service | service | service | service | service,8080 | HTTP | HTTPS | ICMP | Remote Desktop | RFB (TCP) | SSH,330 | 332 | 121 | 281 | 12001 | 380,,,,,,,
network_element,AIC-DEV-RANGE,network_element,10.53.107.253,service,6443,,,,,,,,
network_element,network-10.53.202.0/24,network_element | network_element,dns1 | dns2,service | service | service | service,tcp_service_123 | tcp_service_53 | udp_service_123 | udp_service_53,,,,,,,,
network_element,network-10.53.140.0/24,network_element,ANY,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element,10.53.106.244 | 10.53.106.247,network_element | network_element,AD1 | AD2,service | service | service | service | service | service | service | service | service | service | service,389 | 49152-65535-tcp | 88 | Kerberos | Kshell | LDAP (TCP) | LDAPS (TCP) | Microsoft Global Catalog LDAP (TCP) | Microsoft Global Catalog LDAPS (TCP) | Microsoft-DS | MSRPC (TCP),343 | 346 | 347 | 348 | 12038 | 12040 | 351 | 280,,,,,,,
network_element,Development SQL Server,network_element | network_element,AD1 | AD2,service | service | service | service | service | service | service | service | service | service | service,389 | 464 | 49152-65535-tcp | Kerberos | Kpasswd | LDAP (TCP) | LDAPS (TCP) | Microsoft Global Catalog LDAP (TCP) | Microsoft Global Catalog LDAPS (TCP) | Microsoft-DS | MSRPC (TCP),343 | 345 | 347 | 348 | 12038 | 12040 | 351 | 280,,,,,,,
network_element | network_element | network_element | network_element,AIC SWD | AIC-CAI-IT | Alexandria_IT_Admin_125 | Alexandria_Software_129,network_element,Development SQL Server,service | service | service | service | service | service | service | service | service,137 | 2383 | 445 | HTTP | HTTPS | Microsoft-DS | MSSQL (TCP) | MSSQL (UDP) | Remote Desktop,330 | 332 | 351 | 10026 | 10016 | 281,,,,,,,
network_element | network_element | network_element | network_element,network-10.53.102.0/24 | network-10.53.104.0/24 | network-10.53.106.0/24 | network-10.53.107.0/24,network_element | network_element,dns1 | dns2,service | service | service | service | service,123 | DNP3 (UDP) | DNS (TCP) | tcp_service_123 | udp_service_53,12024 | 321,,,,,,,
network_element | network_element | network_element,AI_Wireless | alex-wireless | users,network_element,Internal WordPress,service | service,HTTP | tcp_service_80,330,,,,,,,
network_element,10.53.200.24,network_element,10.210.18.139,service,HTTP,330,,,,,,,
network_element,network-10.53.202.0/24,network_element,ANY,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element,network-10.53.202.0/24,network_element,Cairo_Printer_230,service | service | service | service | service | service,161 | 9101 | HTTP | HTTPS | JetDirect | SNMP (TCP),330 | 332 | 12058 | 378,,,,,,,
network_element | network_element | network_element,10.53.106.247 | 10.53.106.248 | Internal WordPress,network_element,10.53.107.244,service,MySQL,10034,,,,,,,
network_element,10.53.222.0/24,network_element,ANY,service | service | service | service,HTTP | HTTPS | tcp_service_53 | udp_service_53,330 | 332,,,,,,,
network_element,10.53.222.0/24,network_element,196.219.237.216,service,range-14821,,,,,,,,
network_element,10.53.106.245,network_element | network_element,AD1 | AD2,service | service | service | service | service | service | service | service | service,Kerberos | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP) | Microsoft Global Catalog LDAP (TCP) | Microsoft Global Catalog LDAPS (TCP) | MSRPC (TCP) | SMB-TCP | udp_service_88,343 | 347 | 457 | 348 | 12038 | 12040 | 280,,,,,,,
network_element | network_element,10.53.106.242 | network-10.53.107.0/24,network_element,network-10.53.101.0/24,service | service | service | service,tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,,,,,,,,
network_element,10.53.106.250,network_element,10.53.101.247,service | service | service | service,tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,,,,,,,,
network_element,Explatory VM,network_element,10.53.101.253,service | service | service | service,tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.121.251-253 | 10.54.135.0/24 | 10.54.200.0/24 | AI-lab | AI_Wireless | alex-wireless | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126 | Cairo_R&D_Team_126- | network-10.53.101.0/24 | servers_Vlan | users,network_element | network_element,AD1 | AD2,service | service | service,464 | 49152-65535-tcp | Kpasswd,345,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.54.101.0 | hpc cluster 2 login node | hpc cluster 4 login node | network-10.53.106.0/24 | network-10.53.107.0/24 | network-10.53.222.0/24 | NEW_SERVER_MGMT,network_element,10.53.123.250,service | service | service,25 | Ping | SMTP,453 | 376,,,,,,,
network_element | network_element | network_element | network_element,network-10.53.106.0/24 | network-10.53.107.0/24 | network-10.53.123.0/24 | network-10.53.135.0/24,network_element,10.53.101.252,service | service | service | service,Microsoft-DS | NetBIOS Datagram | NetBIOS-NS (UDP) | NetBIOS-SSN,351 | 420 | 422 | 356,,,,,,,
network_element,10.53.107.243,network_element,network-10.53.101.0/24,service | service | service | service,Microsoft-DS | NetBIOS Datagram | NetBIOS-NS (UDP) | NetBIOS-SSN,351 | 420 | 422 | 356,,,,,,,
network_element,10.53.106.241,network_element,hpc cluster 4 login node,service | service | service | service,8081 | 9090 | 9090-udp | 9990,,,,,,,,
network_element,10.53.130.0/24,network_element,hpc cluster 4 login node,service | service | service | service,4040 | 9090 | 9090-udp | 9990,,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.200.21 | 10.54.200.24 | 10.54.200.30,network_element,network-10.53.123.0/24,service,tcp_service_22,,,,,,,,
network_element,AIC SWD,network_element,10.54.135.0/24,service | service | service | service | service,3000-10000 | 30000-32768 | HTTP | HTTPS | ssh,330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element,10.53.126.124-127 | 10.54.126.20 | 10.54.126.24 | 10.54.126.30 | 10.54.126.40,network_element,network-10.53.123.0/24,service | service,Remote Desktop | SSH,281 | 380,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.104.60-69 | 10.53.106.244 | 10.53.135.243 | 10.53.135.244 | 10.53.135.60-69  | 10.54.230.10 | Alexandria_Software_129 | host-10.53.117.253 | host-10.53.117.254,network_element,10.53.123.250,service,SMTP,376,,,,,,,
network_element,AIC_Console_Admin,network_element,LogRhythm_Dashboard,service,ANY,,,,,,,,
network_element,vCenter Virtualization Manager,network_element,10.53.123.250,service,SMTP,376,,,,,,,
network_element,10.53.106.244,network_element | network_element,10.53.123.250 | smtp.office365.com,service | service,587 | SMTP Submission Service,12005,,,,,,,
network_element,10.53.106.244,network_element,outlook.office365.com,service | service,143 | IMAPS,336,,,,,,,
network_element | network_element,10.54.126.47 | IT Admin Users,network_element | network_element,10.54.200.0/24 | AIC Operations,service | service | service,5900 | Remote Desktop | SSH,281 | 380,,,,,,,
network_element | network_element | network_element,10.53.123.250 | network-10.53.118.0/24 | users,network_element,smtp.office365.com,service,SMTP Submission Service,12005,,,,,,,
network_element,network-10.53.118.0/24,network_element,smtp.office365.com,service,SMTP Submission Service,12005,,,,,,,
network_element,10.53.123.250,network_element | network_element,dns1 | dns2,service | service | service | service,123 | NTP (TCP) | tcp_service_53 | udp_service_53,362,,,,,,,
network_element,network-10.53.104.0/24,network_element,10.53.123.250,service,25,,,,,,,,
network_element,10.53.106.245,network_element | network_element,10.53.120.0/24 | network-10.53.128.0/24,service | service,8000-8008 | 8000-8008/tcp,,,,,,,,
network_element,10.53.120.0/24,network_element,10.53.106.245,service | service | service,8000-8008 | 8000-8008/tcp | tcp_service_22,,,,,,,,
network_element | network_element,10.53.120.0/24 | network-10.53.128.0/24,network_element,10.53.106.245,service | service | service,8000-8008 | 8000-8008/tcp | tcp_service_22,,,,,,,,
network_element,HPC ClusterIVClient,network_element | network_element,hpc cluster 2 login node | hpc cluster 4 login node,service | service | service,8000-8008 | 8000-8008/tcp | tcp_service_22,,,,,,,,
network_element | network_element,hpc cluster 2 login node | hpc cluster 4 login node,network_element,HPC ClusterIVClient,service | service | service,8000-8008 | 8000-8008/tcp | tcp_service_22,,,,,,,,
network_element | network_element,10.53.120.0/24 | network-10.53.128.0/24,network_element,10.53.106.241,service,3000,,,,,,,,
network_element,AI-lab,network_element,10.53.106.241,service | service | service | service | service,3000 | 8086 | 9090 | SSH | tcp_service_22,380,,,,,,,
network_element,network-10.53.127.0/24,network_element,10.53.106.241,service | service | service,3000 | SSH | tcp_service_22,380,,,,,,,
network_element,10.53.126.172,network_element,ANY,service,ANY,,,,,,,,
network_element,AI-lab,network_element | network_element,outlook.office365 | smtp.office365,service | service | service,465 | IMAPS | SMTP Submission Service,336 | 12005,,,,,,,
network_element | network_element,network-10.53.104.0/24 | network-10.53.135.0/24,network_element,ANY,service | service | service | service,DNS (TCP) | DNS (UDP) | HTTP | HTTPS,321 | 414 | 330 | 332,,,,,,,
network_element,TESTED-MACHINE-ADMIN,network_element | network_element | network_element | network_element,172.26.93.31 | 172.26.93.32 | AIC-AD-01 | AIC-AD-02,service,Remote Desktop,281,,,,,,,
network_element,TESTED-MACHINE-ADMIN,network_element | network_element,AIC-SP-APP 01 | AIC-SP-APP 02,service,HTTPS,332,,,,,,,
network_element,TESTED-MACHINE-ADMIN,network_element | network_element,AIC-SP-WEB 01 | AIC-SP-WEB 02,service,SCCP,12019,,,,,,,
network_element,AIC_Cluster1_server,network_element,Git_Server,service | service | service | service,HTTP | HTTPS | tcp_service_22 | tcp_service_80,330 | 332,,,,,,,
network_element,AIC_Subnet,network_element,OWA-NEW-Real-IP,service,HTTPS,332,,,,,,,
network_element,10.53.106.244,network_element | network_element,10.53.101.251 | 10.53.123.250,service | service,25 | SMTP,376,,,,,,,
network_element | network_element,10.53.120.0/24 | NEW_SERVER_MGMT,network_element | network_element,dns1 | dns2,service | service | service | service,DNS (TCP) | DNS (UDP) | NTP (TCP) | NTP (UDP),321 | 414 | 362 | 425,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,AI-lab | AI_Wireless | AIC Guests | AIC SWD | Cairo_R&D_Team_126- | network-10.53.107.0/24 | users,network_element | network_element,AIC-DHCP | AIC_DHCP_secondary,service | service | service,BOOTPC (TCP) | BOOTPS (TCP) | DHCP,311 | 312,,,,,,,
network_element | network_element | network_element | network_element,10.54.200.0/24 | AIC Operations | AIC SWD | Alexandria_Software_129,network_element,HR services_H,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element,AIC Guests,network_element,Not Internal,service | service | service | service,DNS (TCP) | DNS (UDP) | HTTP | HTTPS,321 | 414 | 330 | 332,,,,,,,
network_element | network_element | network_element,hpc cluster 2 login node | hpc cluster 4 login node | HPC ClusterIVClient,network_element | network_element | network_element,hpc cluster 2 login node | hpc cluster 4 login node | HPC ClusterIVClient,service | service | service | service,8000-8008 | 8000-8008/tcp | SSH | tcp_service_22,380,,,,,,,
network_element | network_element | network_element | network_element | network_element,10.54.200.0/24 | AIC SWD | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126 | network-10.54.129.0/24,network_element,10.53.106.250,service | service | service | service | service | service | service | service,8080 | 8081 | 8088 | 8089 | 8888 | 9000 | 9080-9082 | 9888,,,,,,,,
network_element | network_element,Alexandria_R&D_Team_126    | Cairo_R&D_Team_126,network_element,LXC Management Node,service | service | service | service | service | service,9090 | Microsoft-DS | NetBIOS Datagram | NetBIOS-NS (UDP) | NetBIOS-SSN | SSH,351 | 420 | 422 | 356 | 380,,,,,,,
network_element | network_element | network_element,10.53.130.0/24 | Cairo_R&D_Team_126 | users,network_element,AIC-SP-stg,service,HTTPS,332,,,,,,,
network_element | network_element | network_element | network_element,10.116.0.0 | 10.58.126.0/24 | 10.58.129.0/24 | Cairo_R&D_Team_126,network_element,network-10.53.105.0/24,service | service | service | service,HTTP | HTTPS | RDP | Remote Desktop,330 | 332 | 172 | 281,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.58.125.0./24 | 10.58.126.0/24 | 10.58.127.0/24 | 10.58.128.0 | 10.58.129.0/24 | 10.58.130.0 | 10.58.200.0 | 10.58.202.0 | AIC Operations | network-10.53.41.0/24,network_element,10.53.135.135-10.53.135.235,service | service | service | service,DNS (TCP) | tcp_service_123 | udp_service_123 | udp_service_53,321,,,,,,,
network_element | network_element,AIC JUMP POINT  | AIC Operations,network_element,10.53.135.252-10.53.135.253,service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service,464 | 49668 | 49673 | 49681 | DNS (TCP) | Kpasswd | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP) | Microsoft Global Catalog LDAP (TCP) | Microsoft Global Catalog LDAPS (TCP) | Microsoft-DS | tcp_service_123 | tcp_service_135 | tcp_service_88 | udp_service_123 | udp_service_53 | udp_service_88,321 | 345 | 347 | 457 | 348 | 12038 | 12040 | 351,,,,,,,
network_element,operation,network_element,LXC Management Node,service | service | service | service,Microsoft-DS | NetBIOS Datagram | NetBIOS-NS (UDP) | NetBIOS-SSN,351 | 420 | 422 | 356,,,,,,,
network_element | network_element | network_element | network_element | network_element,AI-lab | AI_Core_switch_DNS | AI_Wireless | Cairo_R&D_Team_126- | users,network_element | network_element | network_element | network_element | network_element,AI-lab | AI_Core_switch_DNS | AI_Wireless | Cairo_R&D_Team_126- | users,service | service | service,BOOTPC (TCP) | BOOTPS (TCP) | DHCP,311 | 312,,,,,,,
network_element,AI-lab,network_element,10.53.106.244,service,3000,,,,,,,,
network_element,AI-Admins,network_element,users,service | service | service | service,5900 | Remote Desktop | SSH | tcp_service_22,281 | 380,,,,,,,
network_element,Gitlab Runner,network_element,Git_Server,service | service | service | service | service | service,5000 | HTTP | HTTPS | SSH | tcp_service_22 | tcp_service_80,330 | 332 | 380,,,,,,,
network_element,Docker Registry Server,network_element,Docker Registry Backed,service,5000,,,,,,,,
network_element,Git_Server,network_element,Gitlab Runner,service,8093,,,,,,,,
network_element,Git_Server,network_element,Docker Registry Backed,service,5000,,,,,,,,
network_element,Git_Server,network_element,Docker Registry Server,service | service | service | service,HTTP | HTTPS | tcp_service_443 | tcp_service_80,330 | 332,,,,,,,
network_element | network_element,AI_Wireless | Cairo_R&D_Team_126-,network_element | network_element,41.33.212.179 | 41.33.212.181,service,demo-ports,,,,,,,,
network_element | network_element,AI_Wireless | Cairo_R&D_Team_126-,network_element | network_element | network_element | network_element,41.179.247.133 | 41.179.247.136 | network-41.33.212.176/29 | NLP Demo,service,demo-ports,,,,,,,,
network_element | network_element | network_element,10.53.107.247 | 10.53.107.248 | 10.53.107.249,network_element | network_element | network_element | network_element,41.179.247.133 | 41.179.247.136 | 41.33.212.180 | NLP Demo,service | service,SSH | tcp_service_22,380,,,,,,,
network_element | network_element | network_element | network_element,AI_Wireless | alex-wireless | Alexandria_R&D_Team_126    | Cairo_R&D_Team_126-,network_element | network_element | network_element,41.33.212.179 | 41.33.212.181 | 41.33.212.182,service | service | service | service | service | service,3000-9000 | 9090 | HTTP | HTTPS | SSH | tcp_service_22,330 | 332 | 380,,,,,,,
network_element | network_element | network_element | network_element,10.53.130.0/24 | AI_Wireless | AIC Operations | Cairo_R&D_Team_126-,network_element | network_element,ISE_mcit2 | ISE_mcit4,service | service | service | service | service | service | service | service | service | service,8443 | BOOTPS (UDP) | DNS (UDP) | HTTPS | Kerberos | Microsoft-DS | TCP-8084 | TCP-8905 | tcp_service_135 | tcp_service_80,409 | 414 | 332 | 343 | 351,,,,,,,
network_element,AI-Admins,network_element | network_element | network_element | network_element | network_element,Active Connect Client | AD1 | AD2 | Proxy Agent 1 | Proxy Agent 2,service,Remote Desktop,281,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.200.21 | 10.54.200.24 | 10.54.200.30,network_element | network_element | network_element | network_element | network_element,Active Connect Client | AD1 | AD2 | Proxy Agent 1 | Proxy Agent 2,service,Remote Desktop,281,,,,,,,
network_element,AI-Admins,network_element,network-10.53.135.0/24,service | service | service | service | service,9090 | HTTP | HTTPS | SSH | tcp_service_22,330 | 332 | 380,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.54.200.0/24 | AI-lab | AI_users(1) | AIC SWD | AIC-CAI-IT | Alexandria_IT_Admin_125 | Alexandria_R&D_Team_126    | Alexandria_Software_129 | Cairo_R&D_Team_126,network_element | network_element,Log_collector | log_collector2,service | service,5985 | 5986,,,,,,,,
network_element,10.100.112.5,network_element | network_element | network_element,AIC_Console_Admin | Log_collector | log_collector2,service,Remote Desktop,281,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,Windows Update Server,service,Remote Desktop,281,,,,,,,
network_element | network_element,Cairo_ IT_Test _115 | network-10.53.127.0/24,network_element | network_element,AD1 | AD2,service | service,49152-65535-tcp | AD_services,,,,,,,,
network_element,network-10.53.127.0/24,network_element,network-10.53.222.0/24,service,9001-9010,,,,,,,,
network_element | network_element,network-10.53.123.0/24 | network-10.53.128.0/24,network_element | network_element,AD1 | AD2,service | service,49152-65535-tcp | AD_services,,,,,,,,
network_element,network-10.53.140.0/24,network_element | network_element,AD1 | AD2,service,RDP remote,,,,,,,,
network_element,10.53.106.239,network_element | network_element,AD1 | AD2,service | service | service | service,LDAP (TCP) | LDAP (UDP) | LDAPS (TCP) | LDAPS (UDP),347 | 457 | 348 | 458,,,,,,,
network_element | network_element,dns1 | dns2,network_element,Outside,service | service,NTP (TCP) | NTP (UDP),362 | 425,,,,,,,
network_element,10.53.126.124,network_element,network-10.53.104.0/24,service | service | service | service | service | service | service | service | service | service,161 | 5900 | 5900-6923 | 5901 | 9090 | Echo Reply (Any Code) | Echo Request (Any Code) | HTTP | HTTPS | SSH,17 | 19 | 330 | 332 | 380,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,network-10.53.145.0/24,service | service | service | service,9090 | HTTP | HTTPS | SSH,330 | 332 | 380,,,,,,,
network_element,network-10.53.102.0/24,network_element | network_element,8.8.8.8 | host-10.53.102.1,service,Ping,453,,,,,,,
network_element,10.53.105.21,network_element,Not Internal,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element,10.53.123.250 | network-10.53.102.0/24 | network-10.53.105.0/24 | network-10.53.106.0/24 | network-10.53.107.0/24 | network-10.53.135.0/24,network_element,Outside,service | service,HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.200.21 | 10.54.200.24 | 10.54.200.30 | AIC_Cluster1_server | Cairo_R&D_Team_126,network_element | network_element,network-10.53.107.0/24 | network-10.53.135.0/24,service | service | service | service,HTTP | HTTPS | SSH | tcp_service_22,330 | 332 | 380,,,,,,,
network_element | network_element,10.53.222.2 | 10.53.222.22,network_element | network_element,network-10.53.106.0/24 | network-10.53.107.0/24,service | service | service | service | service | service,HTTP | HTTPS | SSH | tcp_service_22 | tcp_service_443 | tcp_service_80,330 | 332 | 380,,,,,,,
network_element | network_element | network_element | network_element,10.58.126.0/24 | 10.58.129.0/24 | 10.58.130.0 | 10.58.200.0,network_element | network_element,network-10.53.106.0/24 | network-10.53.107.0/24,service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service | service,1514-1515 | 3000 | 3000-10000 | 30000-32768 | 55000 | 6900 | 8080 | 8081 | 8088 | 8089 | 9000 | HTTP | HTTPS | SSH | tcp_service_22 | tcp_service_443 | tcp_service_80,330 | 332 | 380,,,,,,,
network_element,10.53.126.124,network_element,10.53.102.21,service | service | service | service | service,2222 | 54323 | 6100 | HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.200.21 | 10.54.200.24 | 10.54.200.30 | Alexandria_IT_Admin_125,network_element,network-10.53.102.0/24,service | service | service | service | service | service | service | service | service | service,2222 | 3128 | 5900-6923 | 8006 | 9090 | HTTP | HTTPS | Ping | SSH | tcp_service_22,330 | 332 | 453 | 380,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.200.21 | 10.54.200.24 | 10.54.200.30,network_element,10.53.102.21,service | service | service | service | service,2222 | 54323 | 6100 | HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.200.21 | 10.54.200.24 | 10.54.200.30,network_element,network-10.53.104.0/24,service | service | service | service | service | service,161 | 5900-5901 | HTTP | HTTPS | SSH | tcp_service_22,330 | 332 | 380,,,,,,,
network_element,Alexandria_R&D_Team_126   ,network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.121.251 | 10.53.121.252 | 10.53.121.253 | AI_users(1) | network-10.53.102.0/24 | network-10.53.104.0/24 | network-10.53.123.0/24 | network-10.53.135.0/24,service | service | service | service | service | service,2222 | 5900-6923 | 9090 | Photuris (ICMP) | Ping | SSH,365 | 453 | 380,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.0 | 10.54.200.0/24 | AI-lab | AI_users(1) | AIC SWD | AIC-CAI-IT | Alexandria_IT_Admin_125 | Alexandria_R&D_Team_126    | Alexandria_Software_129,network_element | network_element,Log_collector | log_collector2,service | service,5985 | 5986,,,,,,,,
network_element,Cairo_R&D_Team_126-,network_element,network-10.53.101.0/24,service | service | service | service | service | service | service | service,Microsoft-DS | NetBIOS Datagram | NetBIOS-NS (UDP) | NetBIOS-SSN | NFS (TCP) | NFS (UDP) | Sun RPC (TCP) | Sun RPC (UDP),351 | 420 | 422 | 356 | 12046 | 423 | 382 | 437,,,,,,,
network_element,10.53.107.250-253,network_element,network-10.53.101.0/24,service | service | service | service,tcp_service_111 | tcp_service_2049 | udp_service_111 | udp_service_2049,,,,,,,,
network_element | network_element,Alexandria_R&D_Team_126    | Cairo_R&D_Team_126-,network_element,10.53.107.253,service,6443,,,,,,,,
network_element,10.53.105.252,network_element,IT Assets Inventory,service,8000tcp,,,,,,,,
network_element,MSOT,network_element,network-10.53.145.0/24,service,ANY,,,,,,,,
network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127,network_element,10.54.200.0/24,service | service | service,5900 | Remote Desktop | SSH,281 | 380,,,,,,,
network_element,Alexandria_R&D_Team_126   ,network_element,10.53.106.227,service,8834,,,,,,,,
network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,network-10.53.102.0/24,service | service | service | service | service,2222 | 5900-6923 | 9090 | Photuris (ICMP) | SSH,365 | 380,,,,,,,
network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,10.53.102.21,service | service | service | service | service,2222 | 54323 | 6100 | HTTP | HTTPS,330 | 332,,,,,,,
network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,network-10.53.104.0/24,service | service | service | service | service,161 | 5900-5901 | HTTP | HTTPS | SSH,330 | 332 | 380,,,,,,,
network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element | network_element | network_element | network_element | network_element,10.53.121.251 | 10.53.121.252 | 10.53.121.253 | AD1 | AD2,service,Remote Desktop,281,,,,,,,
network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,network-10.53.123.0/24,service,SSH,380,,,,,,,
network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,network-10.53.135.0/24,service | service | service | service,9090 | HTTP | HTTPS | SSH,330 | 332 | 380,,,,,,,
network_element | network_element | network_element,10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,users,service | service | service,5900 | Remote Desktop | SSH,281 | 380,,,,,,,
network_element | network_element | network_element | network_element | network_element | network_element | network_element,10.53.126.124 | 10.53.126.125 | 10.53.126.126 | 10.53.126.127 | 10.54.126.20 | 10.54.126.24 | 10.54.126.30,network_element,ISE_mcit4,service,8445,,,,,,,,
network_element,Alexandria_R&D_Team_126   ,network_element,network-10.53.105.0/24,service | service | service,HTTP | HTTPS | tcp_service_22,330 | 332,,,,,,,
network_element,Alexandria_R&D_Team_126   ,network_element,network-10.53.107.0/24,service | service | service | service,HTTP | HTTPS | SSH | tcp_service_22,330 | 332 | 380,,,,,,,
network_element | network_element,alex-wireless | Alexandria_R&D_Team_126   ,network_element,host-10.53.150.249,service | service,3000-9000 | 9090,,,,,,,,
network_element,10.53.105.252,network_element,host-10.53.150.249,service | service,3000 | 5000,,,,,,,,
network_element,10.70.131.151,network_element | network_element,host-10.53.107.24 | host-10.53.107.25,service,SSH,380,,,,,,,
network_element,Alexandria_R&D_Team_126   ,network_element,AIC_Cluster1_server,service,SSH,380,,,,,,,
network_element,Alexandria_R&D_Team_126   ,network_element | network_element,10.53.135.135-10.53.135.235 | 10.53.135.252-10.53.135.253,service | service | service | service,DNS (TCP with SafeSearch) | DNS (UDP) | NTP (TCP) | NTP (UDP),12069 | 414 | 362 | 425,,,,,,,
network_element,Alexandria_R&D_Team_126   ,network_element,10.53.135.252-10.53.135.253,service | service | service | service | service,LDAPS (TCP) | Microsoft Global Catalog LDAP (TCP) | Microsoft Global Catalog LDAPS (TCP) | Microsoft-DS | tcp_service_135,348 | 12038 | 12040 | 351,,,,,,,
network_element,Alexandria_R&D_Team_126   ,network_element,10.53.135.252-10.53.135.253,service | service | service | service,Kerberos | LDAP (TCP) | LDAP (UDP) | udp_service_88,343 | 347 | 457,,,,,,,
network_element,Alexandria_R&D_Team_126   ,network_element | network_element,10.53.222.2 | 10.53.222.22,service | service,8000tcp | SSH,380,,,,,,,
network_element,network-10.53.101.0/24,network_element | network_element,AD1 | AD2,service | service | service | service | service | service | service | service | service | service | service | service | service,DNS (UDP) | Kerberos | LDAP (TCP) | LDAP (UDP) | LDAPS (TCP) | Microsoft Global Catalog LDAP (TCP) | Microsoft Global Catalog LDAPS (TCP) | Microsoft-DS | NTP (TCP) | NTP (UDP) | tcp_service_135 | tcp_service_53 | udp_service_88,414 | 343 | 347 | 457 | 348 | 12038 | 12040 | 351 | 362 | 425,,,,,,,
network_element,network-10.53.102.0/24,network_element,network-10.53.104.0/24,service | service | service | service | service | service | service | service | service | service,5900 | 5901 | 623 | HTTP | HTTPS | Ping | SNMP (UDP) | SSH | tcp_service_22 | udp_service_161,330 | 332 | 453 | 435 | 380,,,,,,,
